Timestamp (UTC),Longitude,Latitude,Pressure [dBar],Temperature [degC],Salinity [psu],PAR [microE/m2/s],CDOM [ppb],Backscatter (700nm),Chlorophyll-a [micro-gm/l]
1787293041.2072754,,,54.619998931884766,11.204899787902832,34.94716693888394,0.0,1.6344000101089478,0.00015512500249315053,0.43070000410079956
1787293131.833191,,,64.94999885559082,11.208800315856934,34.947984637604684,0.0,1.7252000570297241,0.0002116999967256561,0.37229999899864197
1787293222.121521,,,78.15000057220459,11.187899589538574,34.94540836039162,0.0,1.6344000101089478,0.00017154999659396708,0.39419999718666077
1787293312.606781,,,90.97000122070312,11.187000274658203,34.94480429657515,0.0,1.7252000570297241,0.0002591499942354858,0.35040000081062317
1787293403.0229492,,,103.29999923706055,11.186200141906738,34.94472601720244,0.0,1.7252000570297241,0.0002116999967256561,0.36500000953674316
1787293493.436676,,,116.09999656677246,11.178600311279297,34.94254291840382,0.0,1.7252000570297241,0.00019527500262483954,0.34310001134872437
1787293583.8391724,,,111.47000312805176,11.18340015411377,34.94363479432908,0.0,1.6344000101089478,0.00020257500000298023,0.34310001134872437
1787293674.1313171,,,100.39999961853027,11.18220043182373,34.94335459726188,0.0,1.6344000101089478,0.00016242499987129122,0.34310001134872437
1787293764.6253052,,,88.31999778747559,11.184900283813477,34.944003911011194,0.0,1.7252000570297241,0.00018067499331664294,0.36500000953674316
1787293855.0400696,,,76.19999885559082,11.194600105285645,34.94608728906494,0.0,1.7252000570297241,0.00020622499869205058,0.357699990272522
1787293945.4064026,,,63.64999771118164,11.19219970703125,34.945333534673686,0.0,1.6344000101089478,0.0001697249972494319,0.32850000262260437
1787294035.7371826,,,52.30000019073486,11.19789981842041,34.94610140040421,0.0,1.6344000101089478,0.0001770249946275726,0.357699990272522
1787294126.0352173,,,39.83000040054321,11.212900161743164,34.949484359557836,0.0,1.7252000570297241,0.00014052499318495393,0.39419999718666077
1787294216.4371643,,,27.56999969482422,11.219200134277344,34.95149170071875,0.0,1.7252000570297241,0.00013687499449588358,0.37959998846054077
1787294306.831665,,,15.720000267028809,11.253800392150879,34.95596832028266,0.0,1.7252000570297241,0.00014965000445954502,0.41609999537467957
