Day_Index,Timestamp (UTC),Longitude,Latitude,Pressure [dBar],Temperature [degC],Salinity [psu],PAR [microE/m2/s],CDOM [ppb],Backscatter (700nm),Chlorophyll-a [micro-gm/l]
1,1773096005.500122,,,48.77999782562256,13.52929973602295,34.57661530551045,-20233226.0,1.4479999542236328,0.0008208319777622,0.6643000245094299
1,1773096066.2743225,,,57.67000198364258,13.530699729919434,34.575679335065836,-20883196.0,1.1764999628067017,0.0008716799784451,0.6862000226974487
1,1773096127.150238,,,66.32999897003174,13.52750015258789,34.57524867063265,-21169948.0,1.3574999570846558,0.0008789440034888,0.525600016117096
1,1773096187.842682,,,75.72999954223633,13.52180004119873,34.5750852107211,-21265532.0,1.1764999628067017,0.0009334239875897,0.5694000124931335
1,1773096248.8125916,,,80.29000282287598,13.517900466918944,34.57568129211843,-21277002.0,1.628999948501587,0.0011186560150235,0.5694000124931335
1,1773096309.7818909,,,77.44999885559082,13.515899658203123,34.57491251437732,-21278914.0,1.1764999628067017,0.00099880003836,0.5547999739646912
1,1773096370.4684448,,,67.63999938964844,13.52340030670166,34.57399705179551,-21210094.0,1.1764999628067017,0.0008589680073782,0.4379999935626983
1,1773096431.1984863,,,56.77999973297119,13.528599739074709,34.57550790450138,-20948194.0,1.1764999628067017,0.000773616018705,0.5328999757766724
1,1773096492.216278,,,45.910000801086426,13.533599853515623,34.574572578515834,-20045880.0,1.3574999570846558,0.0007064240053296,0.4526000022888183
1,1773096553.230896,,,35.61000108718872,13.523799896240234,34.5724165331311,-17233798.0,0.9049999713897704,0.0006047280039638,0.6277999877929688
1,1773096614.1566467,,,24.92000102996826,13.632100105285645,34.52992209532494,-5627987.0,0.8144999742507935,0.0003486720088403,1.2337000370025637
1,1773096674.89917,,,14.179999828338625,14.101200103759766,34.50119500124866,64372012.0,0.9049999713897704,0.0005284560029394,3.5185999870300293
1,1773098906.2445068,173.49163833333333,-43.030155000000015,,,,,,,
1,1773098926.099701,,,7.53000020980835,14.343600273132324,34.493063827606925,342412544.0,1.0859999656677246,0.0005847520078532,2.8250999450683594
1,1773098986.917328,,,16.670000553131104,13.90410041809082,34.53393114154714,34958900.0,0.7239999771118164,0.0004939520149491,3.065999984741211
1,1773099047.6513672,,,26.94999933242798,13.514699935913086,34.57807288433767,-6998662.0,1.1764999628067017,0.0006029119831509,0.5694000124931335
1,1773099108.426361,,,37.0199990272522,13.51609992980957,34.57391273098946,-16952782.0,0.5429999828338623,0.0006592079880647,0.6132000088691711
1,1773099169.375244,,,47.220001220703125,13.517900466918944,34.573854490766124,-19919710.0,1.2669999599456787,0.0006319680251181,0.4745000004768371
1,1773099229.553223,,,57.03999996185303,13.523300170898438,34.57549839998621,-20791436.0,0.9955000281333924,0.0008535200031474,0.4307000041007995
1,1773099290.3540957,,,67.05999851226807,13.523699760437012,34.57565920503246,-21137450.0,1.1764999628067017,0.0009751920006237,0.4598999917507171
1,1773099351.0246582,,,77.82999992370605,13.519000053405762,34.575521703485954,-21259798.0,1.1764999628067017,0.0009243439999409,0.5109999775886536
1,1773099412.0288086,,,83.45000267028809,13.511799812316896,34.57490617753662,-21280826.0,1.2669999599456787,0.0009552160045132,0.4379999935626983
1,1773099472.822052,,,82.03000068664551,13.511899948120115,34.575124344416096,-21275090.0,1.628999948501587,0.0010423839557915,0.4379999935626983
1,1773099533.7217407,,,75.58000087738037,13.516400337219238,34.57457862494103,-21236858.0,1.53849995136261,0.001006064005196,0.5328999757766724
1,1773099594.600433,,,64.86000061035156,13.520700454711914,34.57459140999346,-21068630.0,1.2669999599456787,0.0008462559781037,0.4963999986648559
1,1773099655.511322,,,53.11999797821045,13.517399787902832,34.574856190829074,-20393806.0,1.1764999628067017,0.000922527979128,0.4891000092029571
1,1773099716.5538025,,,41.79999828338623,13.514599800109863,34.57355743949493,-17677308.0,0.9955000281333924,0.0006592079880647,0.525600016117096
1,1773099776.7029724,,,29.99000072479248,13.51319980621338,34.57354585353112,-8831963.0,1.1764999628067017,0.0006719200173392,0.4891000092029571
1,1773099837.5707705,,,17.389999628067017,14.035699844360352,34.484245747178605,40051616.0,0.8144999742507935,0.0004957679775543,4.036900043487549
1,1773099975.901886,,,7.4400001764297485,14.333499908447266,34.49583863482287,349965600.0,0.9049999713897704,0.0005938319955021,3.270400047302246
1,1773100036.7228394,,,17.18999981880188,13.660900115966797,34.56877627795491,31598164.0,0.5429999828338623,0.0003577519964892,1.489199995994568
1,1773100097.732544,,,27.73999929428101,13.508999824523926,34.5777331354277,-5236092.5,1.53849995136261,0.000728216022253,0.525600016117096
1,1773100158.705536,,,38.09999942779541,13.51319980621338,34.576089833338486,-16316192.0,1.2669999599456787,0.0007990400190465,0.60589998960495
1,1773100219.666687,,,47.51999855041504,13.513500213623049,34.575270575808986,-19271650.0,1.1764999628067017,0.0008498880197294,0.4745000004768371
1,1773100280.637085,,,57.30000019073486,13.50629997253418,34.575072494049955,-20531448.0,1.1764999628067017,0.0010914159938693,0.4160999953746795
1,1773100341.4959106,,,68.15999984741211,13.507100105285645,34.575655522494294,-20990250.0,1.0859999656677246,0.0010659920517355,0.5037000179290771
1,1773100402.2099,,,77.8000020980835,13.499799728393556,34.57561149765189,-21198624.0,1.0859999656677246,0.0011295520234853,0.4672000110149383
1,1773100462.979065,,,77.50999927520752,13.502599716186523,34.57489193730398,-21212006.0,1.2669999599456787,0.0010296719847247,0.6715999841690063
1,1773100523.877319,,,70.98999977111816,13.5,34.57460225028785,-21101128.0,1.4479999542236328,0.0009515840210951,0.4453000128269195
1,1773100584.2100525,,,60.380001068115234,13.504400253295898,34.574381676153244,-20588798.0,1.3574999570846558,0.0008662319742143,0.4088000059127807
1,1773100644.428833,,,49.180002212524414,13.50819969177246,34.57476633907274,-19300324.0,0.9955000281333924,0.0007173200137913,0.4234000146389007
1,1773100705.1873474,,,36.84999942779541,13.50749969482422,34.57565547029419,-14024087.0,1.0859999656677246,0.0006955279968678,0.525600016117096
1,1773100766.20636,,,24.709999561309814,13.497200012207031,34.569450139899345,12951634.0,0.9955000281333924,0.00049940001918,0.6132000088691711
1,1773100827.1044922,,,11.820000410079956,14.16230010986328,34.4831666132997,247675392.0,0.9049999713897704,0.0006228879792615,4.679299831390381
1,1773100931.5239868,,,7.429999709129333,14.299099922180176,34.50652059236192,538700032.0,0.9049999713897704,0.0006247040000744,2.4235999584198
1,1773100992.5333862,,,17.039999961853027,13.70740032196045,34.558790084422576,58640796.0,0.6334999799728394,0.0003813600051216,1.8395999670028689
1,1773101053.0725708,,,28.559999465942383,13.49470043182373,34.577920161243924,-2768113.25,0.9955000281333924,0.0007245839806273,0.5547999739646912
1,1773101113.504486,,,40.0,13.499300003051758,34.575274276203075,-16593386.0,1.1764999628067017,0.0007863279897719,0.4672000110149383
1,1773101174.1548157,,,49.99000072479248,13.500200271606444,34.57527626018408,-19806920.0,1.2669999599456787,0.0008589680073782,0.60589998960495
1,1773101235.029663,,,60.900001525878906,13.5024995803833,34.575227252874306,-20825846.0,1.3574999570846558,0.0007972239982336,0.5401999950408936
1,1773101295.8010254,,,71.3700008392334,13.50100040435791,34.575889489114154,-21169948.0,1.2669999599456787,0.0008825759869068,0.4379999935626983
1,1773101356.6919556,,,76.11000061035156,13.49470043182373,34.57660972407583,-21221564.0,1.1764999628067017,0.0010224080178886,0.4672000110149383
1,1773101417.461731,,,73.88999938964844,13.497900009155272,34.57661119439295,-21192888.0,1.4479999542236328,0.0008408079738728,0.5328999757766724
1,1773101477.590393,,,64.78000164031982,13.50189971923828,34.57528290398096,-20984516.0,1.3574999570846558,0.0007899599731899,0.57669997215271
1,1773101538.417328,,,55.390000343322754,13.500800132751465,34.57530120509132,-20279106.0,1.1764999628067017,0.0007954079774208,0.5547999739646912
1,1773101599.4193115,,,44.74999904632568,13.498000144958496,34.57541003071245,-18147582.0,1.3574999570846558,0.0008026720024645,0.7445999979972839
1,1773101659.989685,,,34.80999946594238,13.494600296020508,34.574924254166554,-12376219.0,1.0859999656677246,0.0006247040000744,0.4817999899387359
1,1773101720.0320437,,,25.269999504089355,13.597599983215332,34.53466417881278,-911871.5625,0.5429999828338623,0.0003087199875153,1.0950000286102295
1,1773101780.112915,,,15.099999904632568,14.197400093078612,34.4927762882335,96587648.0,1.0859999656677246,0.0004830560064874,3.160900115966797
1,1773101888.809845,,,7.329999804496765,14.500399589538574,34.5032244210287,437866560.0,0.9049999713897704,0.0007027920219115,1.934499979019165
1,1773101949.5808716,,,15.93000054359436,14.21310043334961,34.52212360287934,61995796.0,1.0859999656677246,0.000506663986016,3.4163999557495117
1,1773102010.5865784,,,24.790000915527344,13.967000007629396,34.52919533228257,-4406423.0,1.0859999656677246,0.0004358399892225,2.8396999835968018
1,1773102070.798523,,,33.389999866485596,13.496700286865234,34.591134605203315,-14633913.0,1.3574999570846558,0.000686448009219,0.4307000041007995
1,1773102131.5351868,,,41.14999771118164,13.49489974975586,34.57718401884968,-17962148.0,0.9049999713897704,0.0007790640229359,0.4160999953746795
1,1773102192.4205017,,,49.54999923706055,13.491900444030762,34.577146473312034,-19661632.0,1.2669999599456787,0.000728216022253,0.4307000041007995
1,1773102252.5540466,,,58.57999801635742,13.48799991607666,34.57709876828324,-20690116.0,1.2669999599456787,0.0009661120129749,0.5839999914169312
1,1773102313.5536804,,,65.70000171661377,13.486200332641602,34.57669580011742,-20992162.0,1.2669999599456787,0.0007046079845167,0.57669997215271
1,1773102374.4598389,,,64.0999984741211,13.484999656677246,34.57609894496714,-20952016.0,1.1764999628067017,0.0006719200173392,0.4891000092029571
1,1773102434.5108032,,,56.519999504089355,13.485300064086914,34.57616723403617,-20502772.0,1.1764999628067017,0.0007427440141327,0.5109999775886536
1,1773102495.3973083,,,45.339999198913574,13.48349952697754,34.575972720595196,-18581534.0,1.0859999656677246,0.0006918960134498,0.4963999986648559
1,1773102556.301056,,,34.34000015258789,13.490599632263184,34.57432411962449,-12349455.0,1.0859999656677246,0.0006755520007573,0.5109999775886536
1,1773102616.4081726,,,23.78000020980835,13.626099586486816,34.532909788900476,6786465.5,0.8144999742507935,0.0003087199875153,1.547600030899048
1,1773102677.1103516,,,13.279999494552612,14.26580047607422,34.51086365825239,152953552.0,1.0859999656677246,0.0005393520114012,3.3580000400543213
1,1773103487.9877014,173.49981666666662,-43.00763833333334,,,,,,,
1,1773103520.548523,,,7.540000081062317,14.518199920654297,34.51075002361985,567369536.0,1.0859999656677246,0.000682816025801,1.7592999935150146
1,1773103581.6065674,,,16.52999997138977,14.149999618530272,34.51943271270905,76845728.0,0.8144999742507935,0.000777248002123,5.029699802398682
1,1773103641.7753906,,,25.299999713897705,13.504899978637695,34.578798202877806,10418658.0,0.7239999771118164,0.0004322080058045,0.5694000124931335
